epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
359,20621.5,1.22681,0.46558,1.33927,0.97441,0.99136,0.99412,0.69582,1.08546,0.35571,1.30197,0.0029116,0.0029116,0.0029116
360,20748.8,1.2241,0.46018,1.33323,0.97441,0.99139,0.99412,0.69747,1.08466,0.35522,1.30155,0.0028918,0.0028918,0.0028918
361,20876.2,1.23109,0.46205,1.33743,0.97441,0.99155,0.99413,0.69762,1.08405,0.35511,1.30096,0.002872,0.002872,0.002872
362,21003.5,1.22682,0.45952,1.33277,0.9744,0.99172,0.99414,0.69865,1.08309,0.3549,1.3002,0.0028522,0.0028522,0.0028522
363,21130.4,1.23179,0.46015,1.33974,0.97426,0.99172,0.99416,0.6989,1.08217,0.35423,1.29956,0.0028324,0.0028324,0.0028324
364,21257.6,1.23365,0.45762,1.33222,0.97418,0.99172,0.99416,0.69959,1.08105,0.35356,1.29892,0.0028126,0.0028126,0.0028126
365,21384.9,1.2144,0.45856,1.3316,0.97413,0.99172,0.99416,0.69984,1.07984,0.3533,1.29818,0.0027928,0.0027928,0.0027928
366,21512.2,1.21507,0.45241,1.32405,0.97419,0.99172,0.99416,0.70084,1.07874,0.35282,1.29752,0.002773,0.002773,0.002773
367,21639.4,1.22125,0.45735,1.33486,0.97425,0.99172,0.99416,0.70156,1.0775,0.3522,1.29676,0.0027532,0.0027532,0.0027532
368,21766.8,1.21371,0.45752,1.32877,0.97434,0.99172,0.99419,0.70197,1.07673,0.35215,1.29616,0.0027334,0.0027334,0.0027334
369,21893.8,1.22128,0.45634,1.32879,0.97438,0.99014,0.9942,0.70271,1.07572,0.35191,1.29546,0.0027136,0.0027136,0.0027136
370,22021,1.21656,0.45348,1.32685,0.9744,0.99106,0.9942,0.70356,1.07433,0.35171,1.29471,0.0026938,0.0026938,0.0026938
371,22148.4,1.21159,0.45454,1.32062,0.97453,0.98935,0.99419,0.70321,1.07343,0.35145,1.29409,0.002674,0.002674,0.002674
372,22275.3,1.22501,0.45833,1.32947,0.97551,0.98981,0.99421,0.7031,1.07253,0.35127,1.29352,0.0026542,0.0026542,0.0026542
373,22402.6,1.20834,0.45677,1.32126,0.9755,0.98957,0.99421,0.70359,1.07145,0.3512,1.29279,0.0026344,0.0026344,0.0026344
374,22529.9,1.21257,0.45274,1.31502,0.97657,0.98935,0.99421,0.70425,1.07006,0.35094,1.29187,0.0026146,0.0026146,0.0026146
375,22657.1,1.21509,0.45344,1.32783,0.97663,0.98906,0.99422,0.70435,1.06932,0.35073,1.29125,0.0025948,0.0025948,0.0025948
376,22784.1,1.20712,0.45105,1.31701,0.97663,0.98901,0.99423,0.70392,1.06843,0.35053,1.29056,0.002575,0.002575,0.002575
377,22911.1,1.21494,0.45438,1.32473,0.97663,0.98901,0.99423,0.70544,1.06749,0.35006,1.28981,0.0025552,0.0025552,0.0025552
378,23038.1,1.20204,0.44307,1.31559,0.97663,0.98928,0.99423,0.70609,1.06646,0.3496,1.28918,0.0025354,0.0025354,0.0025354
379,23165.2,1.19746,0.45139,1.31078,0.97663,0.98911,0.99421,0.70597,1.06544,0.34988,1.28847,0.0025156,0.0025156,0.0025156
380,23292.3,1.2109,0.45504,1.3231,0.97664,0.98964,0.99422,0.70584,1.06433,0.3494,1.28787,0.0024958,0.0024958,0.0024958
381,23419.6,1.20784,0.45279,1.31879,0.97664,0.98949,0.99422,0.70684,1.06362,0.34907,1.28734,0.002476,0.002476,0.002476
382,23546.7,1.20852,0.45254,1.31963,0.97666,0.99032,0.99423,0.70632,1.06224,0.3487,1.28641,0.0024562,0.0024562,0.0024562
383,23674,1.19396,0.44516,1.31258,0.97778,0.98932,0.99425,0.70741,1.06113,0.34819,1.28566,0.0024364,0.0024364,0.0024364
384,23801.2,1.19945,0.45134,1.31306,0.97759,0.98935,0.99424,0.70788,1.0601,0.34785,1.28492,0.0024166,0.0024166,0.0024166
385,23928.2,1.20128,0.45265,1.3182,0.97751,0.98935,0.99425,0.70783,1.05921,0.34756,1.2842,0.0023968,0.0023968,0.0023968
386,24055.6,1.1913,0.44794,1.30498,0.97778,0.98959,0.99428,0.70783,1.0584,0.34705,1.28357,0.002377,0.002377,0.002377
387,24182.8,1.20027,0.45055,1.32292,0.97779,0.9897,0.99428,0.70882,1.05681,0.34668,1.28263,0.0023572,0.0023572,0.0023572
388,24310,1.19781,0.45253,1.31351,0.97778,0.98961,0.99428,0.70901,1.05585,0.3459,1.28181,0.0023374,0.0023374,0.0023374
389,24437.1,1.19059,0.44542,1.3128,0.9779,0.98935,0.99428,0.71011,1.05465,0.34619,1.28098,0.0023176,0.0023176,0.0023176
390,24564.2,1.19265,0.45059,1.30716,0.9781,0.98935,0.9943,0.70989,1.05343,0.3463,1.28004,0.0022978,0.0022978,0.0022978
391,24691.4,1.19974,0.45105,1.31453,0.97828,0.98935,0.9943,0.70977,1.0521,0.34606,1.27924,0.002278,0.002278,0.002278
392,24818.6,1.18547,0.4439,1.30734,0.97824,0.98935,0.9943,0.71033,1.05094,0.34581,1.27835,0.0022582,0.0022582,0.0022582
393,24945.5,1.18514,0.44343,1.30366,0.97826,0.98935,0.9943,0.71025,1.04965,0.34522,1.2774,0.0022384,0.0022384,0.0022384
394,25072.7,1.1863,0.44494,1.30568,0.97836,0.98935,0.9943,0.71125,1.04882,0.345,1.27662,0.0022186,0.0022186,0.0022186
395,25200,1.18031,0.4413,1.30892,0.97846,0.98935,0.99432,0.71167,1.0477,0.34466,1.27579,0.0021988,0.0021988,0.0021988
396,25327.2,1.1779,0.44334,1.30272,0.97779,0.98981,0.99433,0.7118,1.04663,0.34417,1.27493,0.002179,0.002179,0.002179
397,25454.6,1.18576,0.44744,1.3078,0.97779,0.98988,0.99433,0.71267,1.04537,0.34416,1.27401,0.0021592,0.0021592,0.0021592
398,25581.8,1.1809,0.44155,1.30276,0.97779,0.98977,0.99433,0.71204,1.04406,0.34347,1.27308,0.0021394,0.0021394,0.0021394
399,25709.1,1.17006,0.43826,1.29655,0.97734,0.98935,0.99432,0.71288,1.04293,0.34324,1.2723,0.0021196,0.0021196,0.0021196
400,25836.3,1.17561,0.44603,1.30283,0.97749,0.98935,0.99432,0.71338,1.04175,0.34299,1.27143,0.0020998,0.0020998,0.0020998
401,25963.4,1.17955,0.44146,1.31025,0.97783,0.98935,0.99434,0.71391,1.04078,0.34257,1.27078,0.00208,0.00208,0.00208
402,26090.8,1.17484,0.43932,1.30547,0.97821,0.98935,0.99433,0.71467,1.03956,0.34192,1.26996,0.0020602,0.0020602,0.0020602
403,26217.9,1.17334,0.44361,1.29288,0.97834,0.98935,0.99434,0.71504,1.03805,0.34163,1.26902,0.0020404,0.0020404,0.0020404
404,26345,1.17328,0.44486,1.29935,0.97896,0.98935,0.99434,0.71575,1.03688,0.34122,1.26821,0.0020206,0.0020206,0.0020206
405,26472.1,1.167,0.43634,1.29379,0.97897,0.98935,0.99434,0.71625,1.03538,0.34107,1.26719,0.0020008,0.0020008,0.0020008
406,26599.3,1.17493,0.44075,1.2968,0.97915,0.98935,0.99433,0.7166,1.03429,0.34082,1.26643,0.001981,0.001981,0.001981
407,26726.4,1.17165,0.44219,1.2986,0.97913,0.98935,0.99433,0.71654,1.03331,0.34053,1.26566,0.0019612,0.0019612,0.0019612
408,26853.9,1.16509,0.43567,1.2884,0.9793,0.98935,0.99434,0.71731,1.03189,0.34006,1.26472,0.0019414,0.0019414,0.0019414
409,26981.1,1.16981,0.4404,1.29706,0.97971,0.98935,0.99434,0.71756,1.03055,0.34005,1.26378,0.0019216,0.0019216,0.0019216
410,27108.4,1.16518,0.43766,1.29064,0.97983,0.98935,0.99434,0.71872,1.02896,0.33948,1.26279,0.0019018,0.0019018,0.0019018
411,27235.6,1.1641,0.43908,1.29579,0.98047,0.98935,0.99435,0.71986,1.02762,0.33904,1.26193,0.001882,0.001882,0.001882
412,27362.5,1.15727,0.4387,1.28811,0.98063,0.98935,0.99438,0.71947,1.02636,0.33872,1.26098,0.0018622,0.0018622,0.0018622
413,27489.8,1.16272,0.4339,1.29188,0.9806,0.98935,0.99437,0.72053,1.02516,0.33813,1.26014,0.0018424,0.0018424,0.0018424
414,27617.1,1.16084,0.43669,1.28989,0.98046,0.98935,0.99438,0.72147,1.0238,0.33763,1.25921,0.0018226,0.0018226,0.0018226
415,27744.3,1.15249,0.43148,1.2856,0.9803,0.98935,0.99439,0.72072,1.02257,0.3376,1.25839,0.0018028,0.0018028,0.0018028
416,27871.3,1.15487,0.4356,1.28664,0.98021,0.98935,0.99439,0.7216,1.02112,0.33731,1.2574,0.001783,0.001783,0.001783
417,27998.5,1.15164,0.43787,1.28331,0.9802,0.98935,0.99439,0.72303,1.01975,0.33716,1.25645,0.0017632,0.0017632,0.0017632
418,28125.7,1.143,0.43408,1.28534,0.98007,0.98937,0.99439,0.724,1.0183,0.33679,1.25553,0.0017434,0.0017434,0.0017434
419,28252.6,1.1497,0.43146,1.28106,0.98008,0.98976,0.99439,0.72472,1.01714,0.33604,1.25455,0.0017236,0.0017236,0.0017236
420,28379.6,1.14768,0.43317,1.28252,0.98008,0.98983,0.99439,0.72412,1.01562,0.33602,1.25355,0.0017038,0.0017038,0.0017038
421,28506.6,1.14728,0.4324,1.28264,0.98008,0.98983,0.99439,0.7246,1.01447,0.33513,1.25269,0.001684,0.001684,0.001684
422,28633.7,1.14106,0.43133,1.27216,0.98008,0.98962,0.9944,0.72585,1.01331,0.33524,1.25187,0.0016642,0.0016642,0.0016642
423,28760.8,1.14437,0.43358,1.2805,0.98008,0.9897,0.9944,0.7264,1.012,0.33482,1.25089,0.0016444,0.0016444,0.0016444
424,28887.9,1.13678,0.42726,1.27709,0.98023,0.98935,0.99441,0.72735,1.01041,0.33461,1.24991,0.0016246,0.0016246,0.0016246
425,29015,1.14625,0.43304,1.27896,0.9806,0.98935,0.99441,0.72793,1.00891,0.33417,1.24888,0.0016048,0.0016048,0.0016048
426,29142.2,1.13733,0.42752,1.27513,0.98064,0.98935,0.9944,0.72902,1.00735,0.33402,1.24796,0.001585,0.001585,0.001585
427,29269.2,1.13769,0.42638,1.27994,0.98123,0.98978,0.99441,0.7293,1.00619,0.33387,1.24701,0.0015652,0.0015652,0.0015652
428,29396.3,1.12733,0.42672,1.26986,0.98085,0.98935,0.9944,0.72995,1.00464,0.33406,1.24601,0.0015454,0.0015454,0.0015454
429,29523.6,1.13278,0.4239,1.26811,0.98123,0.98966,0.99441,0.7304,1.00348,0.3338,1.24526,0.0015256,0.0015256,0.0015256
430,29651,1.13435,0.42611,1.27304,0.98123,0.98964,0.99441,0.73119,1.00233,0.33341,1.24422,0.0015058,0.0015058,0.0015058
431,29778.2,1.13707,0.43248,1.27516,0.98122,0.98954,0.99443,0.73098,1.00095,0.3331,1.2434,0.001486,0.001486,0.001486
432,29905.4,1.12246,0.42248,1.27507,0.98156,0.98935,0.99443,0.73109,0.99937,0.33265,1.24223,0.0014662,0.0014662,0.0014662
433,30032.6,1.13026,0.42685,1.26955,0.98131,0.98935,0.99443,0.73125,0.99803,0.3326,1.24136,0.0014464,0.0014464,0.0014464
434,30159.9,1.11635,0.4222,1.26045,0.98122,0.98939,0.99443,0.73243,0.9968,0.33208,1.24036,0.0014266,0.0014266,0.0014266
435,30287.1,1.11907,0.42256,1.26827,0.98365,0.98935,0.99443,0.73231,0.9953,0.33179,1.23916,0.0014068,0.0014068,0.0014068
436,30414.6,1.11634,0.42375,1.26292,0.98253,0.98935,0.99444,0.73333,0.99371,0.33155,1.23814,0.001387,0.001387,0.001387
437,30541.7,1.1176,0.42173,1.26447,0.98354,0.98935,0.99445,0.7334,0.99215,0.33157,1.23694,0.0013672,0.0013672,0.0013672
438,30668.7,1.1177,0.42329,1.26206,0.98269,0.98935,0.99445,0.73333,0.99073,0.33132,1.23583,0.0013474,0.0013474,0.0013474
439,30795.7,1.11735,0.42257,1.25832,0.98304,0.98935,0.99445,0.73369,0.98925,0.33053,1.23477,0.0013276,0.0013276,0.0013276
440,30892.1,1.11625,0.42581,1.264,0.98319,0.98935,0.99445,0.73435,0.98767,0.33055,1.23364,0.0013078,0.0013078,0.0013078
441,30978.1,1.11557,0.42278,1.26345,0.98354,0.98991,0.99446,0.73521,0.98612,0.33028,1.23236,0.001288,0.001288,0.001288
442,31065.2,1.10781,0.41694,1.25485,0.98354,0.98991,0.99447,0.73536,0.9843,0.32969,1.23128,0.0012682,0.0012682,0.0012682
443,31152.8,1.10852,0.41832,1.25266,0.98354,0.98991,0.99447,0.73609,0.98286,0.32885,1.23037,0.0012484,0.0012484,0.0012484
444,31240.6,1.10323,0.4163,1.25153,0.98354,0.98996,0.99447,0.73656,0.98161,0.32847,1.22943,0.0012286,0.0012286,0.0012286
445,31328.6,1.09884,0.41465,1.25498,0.98354,0.98994,0.99447,0.73722,0.98029,0.328,1.22835,0.0012088,0.0012088,0.0012088
446,31416.7,1.10179,0.4166,1.25118,0.98354,0.99007,0.99447,0.73777,0.97848,0.32809,1.22707,0.001189,0.001189,0.001189
447,31505.2,1.09163,0.41202,1.25244,0.98354,0.99019,0.99447,0.73775,0.97692,0.32733,1.22592,0.0011692,0.0011692,0.0011692
448,31593.8,1.10688,0.41935,1.26117,0.98354,0.99007,0.99447,0.73896,0.97585,0.32744,1.22492,0.0011494,0.0011494,0.0011494
449,31682.2,1.10005,0.41939,1.25571,0.98354,0.99007,0.99447,0.74004,0.97404,0.32751,1.22379,0.0011296,0.0011296,0.0011296
450,31771.2,1.09553,0.41686,1.24741,0.98371,0.98935,0.99447,0.73946,0.97298,0.32681,1.2228,0.0011098,0.0011098,0.0011098
451,31860.1,1.09619,0.41793,1.24839,0.9847,0.99037,0.99448,0.74033,0.97128,0.32616,1.22174,0.00109,0.00109,0.00109
452,31948.7,1.09293,0.41528,1.25223,0.98451,0.99053,0.99448,0.73988,0.96984,0.32593,1.22068,0.0010702,0.0010702,0.0010702
453,32037.4,1.09624,0.41907,1.25012,0.98428,0.99053,0.99447,0.74035,0.96849,0.32596,1.21952,0.0010504,0.0010504,0.0010504
454,32126.2,1.09155,0.41736,1.24864,0.98425,0.99053,0.99447,0.74048,0.96732,0.32541,1.21856,0.0010306,0.0010306,0.0010306
455,32214.8,1.09544,0.41779,1.25055,0.98427,0.99053,0.99447,0.74142,0.96519,0.32541,1.2173,0.0010108,0.0010108,0.0010108
456,32303.5,1.0882,0.41315,1.24096,0.98424,0.99053,0.99447,0.74097,0.96422,0.32519,1.2164,0.000991,0.000991,0.000991
457,32391.9,1.09095,0.41497,1.24718,0.98417,0.99053,0.99448,0.74151,0.96286,0.32516,1.21532,0.0009712,0.0009712,0.0009712
458,32480.4,1.08368,0.41542,1.2344,0.98424,0.99053,0.9945,0.74188,0.96122,0.32519,1.21434,0.0009514,0.0009514,0.0009514
459,32568.9,1.08044,0.41535,1.23488,0.98431,0.99053,0.9945,0.74145,0.96006,0.32488,1.21321,0.0009316,0.0009316,0.0009316
460,32657.5,1.07796,0.4127,1.23679,0.98441,0.99053,0.9945,0.7412,0.95883,0.32469,1.21213,0.0009118,0.0009118,0.0009118
461,32746.4,1.075,0.41132,1.23934,0.9843,0.99053,0.9945,0.74163,0.95711,0.32476,1.21082,0.000892,0.000892,0.000892
462,32835.1,1.0702,0.40802,1.23108,0.98422,0.99053,0.99451,0.7419,0.95559,0.32448,1.20958,0.0008722,0.0008722,0.0008722
463,32923.8,1.08001,0.4087,1.24121,0.98409,0.99053,0.99451,0.74173,0.95406,0.32429,1.20833,0.0008524,0.0008524,0.0008524
464,33012.8,1.07605,0.40715,1.23773,0.98408,0.99053,0.99451,0.74269,0.95208,0.3239,1.20705,0.0008326,0.0008326,0.0008326
465,33101.6,1.07391,0.40974,1.24079,0.98437,0.99053,0.99451,0.74243,0.9502,0.32355,1.20588,0.0008128,0.0008128,0.0008128
466,33190.7,1.06975,0.41246,1.23639,0.98435,0.99053,0.99452,0.74344,0.94857,0.32273,1.20469,0.000793,0.000793,0.000793
467,33279.7,1.06095,0.40831,1.23218,0.98442,0.99053,0.99452,0.74217,0.94714,0.32271,1.20349,0.0007732,0.0007732,0.0007732
468,33369,1.06971,0.41132,1.22999,0.98462,0.99053,0.99452,0.74274,0.94552,0.32217,1.20217,0.0007534,0.0007534,0.0007534
469,33457.7,1.06786,0.40736,1.22824,0.98462,0.99053,0.99452,0.74346,0.94368,0.32171,1.20084,0.0007336,0.0007336,0.0007336
470,33547,1.06383,0.40734,1.23144,0.98459,0.99053,0.99452,0.7446,0.94208,0.3218,1.19973,0.0007138,0.0007138,0.0007138
471,33635.7,1.063,0.40548,1.22881,0.98452,0.99053,0.99452,0.74416,0.9406,0.32137,1.19847,0.000694,0.000694,0.000694
472,33724.2,1.05098,0.40509,1.22353,0.98452,0.99053,0.99452,0.74652,0.93892,0.32145,1.19732,0.0006742,0.0006742,0.0006742
473,33812.8,1.06711,0.41055,1.23235,0.98449,0.99053,0.99452,0.74768,0.93724,0.32114,1.19618,0.0006544,0.0006544,0.0006544
474,33902,1.0653,0.40775,1.23127,0.9845,0.99053,0.99452,0.74817,0.93509,0.32028,1.19468,0.0006346,0.0006346,0.0006346
475,33990.6,1.05544,0.40542,1.22303,0.98444,0.99053,0.99453,0.74896,0.93367,0.32058,1.19357,0.0006148,0.0006148,0.0006148
476,34079,1.05435,0.40509,1.22338,0.98445,0.99053,0.99453,0.74925,0.93209,0.32006,1.1923,0.000595,0.000595,0.000595
477,34167.6,1.05239,0.40403,1.21902,0.98444,0.99053,0.99453,0.75002,0.93074,0.31955,1.19107,0.0005752,0.0005752,0.0005752
478,34256.6,1.04422,0.40225,1.2141,0.98434,0.99053,0.99453,0.7499,0.92952,0.31929,1.19003,0.0005554,0.0005554,0.0005554
479,34345.1,1.04051,0.40068,1.21429,0.98439,0.99053,0.99453,0.75033,0.9279,0.3187,1.18893,0.0005356,0.0005356,0.0005356
480,34434.2,1.0446,0.39934,1.21795,0.98471,0.99093,0.99454,0.75076,0.92691,0.31881,1.18793,0.0005158,0.0005158,0.0005158
481,34522.6,1.04969,0.40172,1.22202,0.98471,0.99101,0.99456,0.75175,0.92539,0.31865,1.18681,0.000496,0.000496,0.000496
482,34611.4,1.03026,0.39631,1.21238,0.98471,0.99106,0.99456,0.7517,0.92377,0.31836,1.18558,0.0004762,0.0004762,0.0004762
483,34700.6,1.03804,0.39754,1.21762,0.98471,0.99107,0.99457,0.75144,0.92241,0.31776,1.18464,0.0004564,0.0004564,0.0004564
484,34789.5,1.03763,0.39791,1.21358,0.98471,0.99087,0.99457,0.752,0.92095,0.31765,1.18354,0.0004366,0.0004366,0.0004366
485,34878.6,1.04221,0.39962,1.21506,0.98471,0.99072,0.99457,0.75269,0.9192,0.31738,1.18225,0.0004168,0.0004168,0.0004168
486,34967.2,1.04337,0.39782,1.21825,0.98514,0.99053,0.99456,0.75317,0.91737,0.31681,1.18103,0.000397,0.000397,0.000397
487,35055.6,1.03996,0.40358,1.22121,0.98534,0.99053,0.99458,0.75441,0.91542,0.31654,1.1797,0.0003772,0.0003772,0.0003772
488,35144.8,1.02817,0.39517,1.20798,0.98587,0.99091,0.99457,0.75416,0.91352,0.31608,1.17844,0.0003574,0.0003574,0.0003574
489,35233.4,1.03689,0.39819,1.21408,0.98587,0.99091,0.99457,0.75482,0.91196,0.31571,1.17722,0.0003376,0.0003376,0.0003376
490,35322.3,1.03818,0.40138,1.21248,0.98587,0.99089,0.99456,0.75515,0.91018,0.31532,1.17603,0.0003178,0.0003178,0.0003178
491,35446.5,1.02012,0.39063,1.26775,0.98587,0.99082,0.99456,0.75634,0.90846,0.31503,1.17488,0.000298,0.000298,0.000298
492,35531.5,0.99532,0.37962,1.24616,0.98587,0.99084,0.99456,0.75665,0.9067,0.31473,1.17367,0.0002782,0.0002782,0.0002782
493,35616.9,0.98986,0.37699,1.24235,0.98587,0.99077,0.99456,0.7565,0.90492,0.31432,1.17224,0.0002584,0.0002584,0.0002584
494,35702.6,0.98661,0.37538,1.24496,0.98587,0.99087,0.99456,0.758,0.90345,0.31366,1.17101,0.0002386,0.0002386,0.0002386
495,35788.4,0.98694,0.37448,1.2362,0.98587,0.99084,0.99457,0.75852,0.90161,0.3132,1.16976,0.0002188,0.0002188,0.0002188
496,35874,0.97389,0.37252,1.23647,0.98587,0.99078,0.99457,0.75864,0.90012,0.31315,1.16855,0.000199,0.000199,0.000199
497,35960,0.97467,0.37162,1.235,0.98587,0.9908,0.99457,0.75907,0.89859,0.31336,1.16736,0.0001792,0.0001792,0.0001792
498,36045.9,0.96839,0.37198,1.22801,0.98587,0.9908,0.99458,0.76039,0.89683,0.31335,1.16613,0.0001594,0.0001594,0.0001594
499,36132,0.96718,0.37164,1.22835,0.98587,0.99076,0.99458,0.76024,0.89527,0.3131,1.1649,0.0001396,0.0001396,0.0001396
500,36217.9,0.9681,0.36993,1.22941,0.98587,0.99073,0.99458,0.76137,0.894,0.31262,1.16374,0.0001198,0.0001198,0.0001198
