epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
172,17694.1,1.34543,0.5223,1.40932,0.96495,0.9787,0.99274,0.66668,1.18973,0.40492,1.37332,0.0066142,0.0066142,0.0066142
173,17807.1,1.34348,0.52329,1.40634,0.96557,0.9787,0.99276,0.66593,1.1896,0.40442,1.37331,0.0065944,0.0065944,0.0065944
174,17935.8,1.34586,0.51976,1.40732,0.9661,0.97813,0.9928,0.66766,1.18931,0.404,1.37303,0.0065746,0.0065746,0.0065746
175,18064.7,1.35727,0.52492,1.40492,0.96609,0.97783,0.99281,0.66729,1.18916,0.40275,1.37304,0.0065548,0.0065548,0.0065548
176,18193.9,1.34859,0.51848,1.41274,0.96625,0.97751,0.99283,0.667,1.18871,0.40212,1.37256,0.006535,0.006535,0.006535
177,18322.7,1.34655,0.5224,1.40148,0.96632,0.97751,0.99282,0.66654,1.18854,0.40186,1.37239,0.0065152,0.0065152,0.0065152
178,18451.6,1.34505,0.51774,1.41015,0.96625,0.97751,0.99287,0.6677,1.18816,0.40057,1.37223,0.0064954,0.0064954,0.0064954
179,18580.4,1.34343,0.52196,1.40455,0.96645,0.97751,0.99287,0.66791,1.18781,0.40021,1.37199,0.0064756,0.0064756,0.0064756
180,18709.1,1.33746,0.51867,1.39666,0.9664,0.97751,0.99287,0.66932,1.18722,0.39936,1.37151,0.0064558,0.0064558,0.0064558
181,18837.8,1.34504,0.5187,1.4086,0.9662,0.97751,0.99284,0.66956,1.18682,0.39797,1.37137,0.006436,0.006436,0.006436
182,18966.7,1.33713,0.51716,1.39956,0.96594,0.9787,0.99286,0.66903,1.18649,0.39697,1.37115,0.0064162,0.0064162,0.0064162
183,19095.5,1.33932,0.52131,1.39716,0.96713,0.9787,0.99284,0.66988,1.18587,0.39675,1.37078,0.0063964,0.0063964,0.0063964
184,19224.4,1.34831,0.52031,1.40507,0.96725,0.97852,0.99285,0.66915,1.18608,0.39575,1.37055,0.0063766,0.0063766,0.0063766
185,19353.2,1.33957,0.51562,1.40668,0.96625,0.9787,0.99286,0.66953,1.18586,0.3957,1.37039,0.0063568,0.0063568,0.0063568
186,19482,1.34153,0.51738,1.40426,0.96578,0.97988,0.99287,0.67114,1.18519,0.39533,1.36997,0.006337,0.006337,0.006337
187,19610.7,1.34167,0.51816,1.40087,0.96699,0.97988,0.99286,0.66996,1.18463,0.39481,1.36955,0.0063172,0.0063172,0.0063172
188,19738.8,1.33607,0.51389,1.40137,0.96752,0.97988,0.99291,0.66976,1.18442,0.39439,1.36933,0.0062974,0.0062974,0.0062974
189,19824.7,1.3459,0.52155,1.40657,0.96778,0.97988,0.99291,0.66963,1.18419,0.3939,1.36906,0.0062776,0.0062776,0.0062776
190,19912.3,1.33713,0.51613,1.39902,0.96846,0.97988,0.99291,0.66998,1.18379,0.39374,1.36869,0.0062578,0.0062578,0.0062578
191,20001,1.33334,0.51221,1.39685,0.96858,0.97988,0.9929,0.67012,1.18354,0.39387,1.36847,0.006238,0.006238,0.006238
192,20089.7,1.34112,0.51574,1.40933,0.96926,0.97988,0.99292,0.67094,1.18307,0.39316,1.36827,0.0062182,0.0062182,0.0062182
193,20179.3,1.33048,0.51605,1.40325,0.96922,0.97988,0.99291,0.67033,1.18276,0.39249,1.36803,0.0061984,0.0061984,0.0061984
194,20268.9,1.33556,0.51853,1.40285,0.96931,0.97988,0.99292,0.67077,1.18222,0.39216,1.3678,0.0061786,0.0061786,0.0061786
195,20358.5,1.33815,0.51169,1.40502,0.96955,0.97963,0.99292,0.67064,1.18178,0.39216,1.36741,0.0061588,0.0061588,0.0061588
196,20448.3,1.3361,0.515,1.40131,0.96887,0.9787,0.99297,0.67134,1.18158,0.39139,1.36726,0.006139,0.006139,0.006139
197,20547.3,1.34032,0.51248,1.40824,0.96885,0.9787,0.99297,0.67,1.18096,0.39123,1.36674,0.0061192,0.0061192,0.0061192
198,134.349,1.33251,0.49962,1.39573,0.96877,0.9787,0.99297,0.67032,1.18065,0.39165,1.36665,0.0060994,0.0060994,0.0060994
199,263.595,1.33237,0.50833,1.39797,0.96955,0.97958,0.99297,0.67022,1.18054,0.39232,1.36626,0.0060796,0.0060796,0.0060796
200,392.627,1.34518,0.50998,1.41314,0.96955,0.9798,0.99297,0.67057,1.18063,0.39205,1.36647,0.0060598,0.0060598,0.0060598
201,521.478,1.33856,0.51302,1.40163,0.96955,0.97967,0.99296,0.67066,1.18051,0.39216,1.36621,0.00604,0.00604,0.00604
202,650.788,1.33431,0.51131,1.40045,0.96864,0.9787,0.99296,0.67034,1.18027,0.39257,1.36621,0.0060202,0.0060202,0.0060202
203,777.369,1.35023,0.51834,1.40444,0.96867,0.9787,0.99297,0.671,1.17974,0.39218,1.36586,0.0060004,0.0060004,0.0060004
204,904.879,1.3402,0.51408,1.40691,0.96881,0.9787,0.99297,0.67242,1.17985,0.39232,1.36581,0.0059806,0.0059806,0.0059806
205,1031.91,1.33694,0.51615,1.40066,0.96883,0.9787,0.99296,0.6714,1.17953,0.39221,1.36582,0.0059608,0.0059608,0.0059608
206,1159.13,1.33621,0.51719,1.40024,0.96954,0.97939,0.99295,0.6722,1.17935,0.39202,1.36578,0.005941,0.005941,0.005941
207,1286.07,1.33258,0.50751,1.39915,0.96954,0.97939,0.99298,0.67261,1.17911,0.39191,1.3657,0.0059212,0.0059212,0.0059212
208,1413.08,1.33734,0.51378,1.40257,0.96954,0.97938,0.99302,0.67205,1.17864,0.39184,1.36534,0.0059014,0.0059014,0.0059014
209,1539.95,1.33927,0.51648,1.40113,0.96954,0.97937,0.99299,0.67184,1.17842,0.39154,1.36516,0.0058816,0.0058816,0.0058816
210,1667.16,1.34277,0.51267,1.40648,0.96954,0.97929,0.99301,0.67242,1.17812,0.39133,1.36513,0.0058618,0.0058618,0.0058618
211,1795.05,1.33805,0.51434,1.4048,0.96954,0.97938,0.99303,0.67236,1.17782,0.39158,1.36489,0.005842,0.005842,0.005842
212,1922.08,1.342,0.51086,1.406,0.96893,0.9787,0.993,0.67188,1.1775,0.39172,1.36473,0.0058222,0.0058222,0.0058222
213,2048.91,1.33863,0.50507,1.4053,0.96891,0.9787,0.99299,0.67194,1.17714,0.39142,1.36441,0.0058024,0.0058024,0.0058024
214,2175.96,1.33188,0.51434,1.40005,0.96892,0.9787,0.99298,0.67226,1.17647,0.39082,1.36424,0.0057826,0.0057826,0.0057826
215,2302.95,1.3291,0.50843,1.39785,0.96858,0.9787,0.99303,0.6715,1.17584,0.39056,1.36389,0.0057628,0.0057628,0.0057628
216,2429.97,1.34419,0.51087,1.41303,0.96896,0.9787,0.99302,0.67185,1.17523,0.39038,1.36346,0.005743,0.005743,0.005743
217,2557.1,1.33685,0.51106,1.40125,0.96953,0.97916,0.99301,0.67183,1.17445,0.39009,1.36299,0.0057232,0.0057232,0.0057232
218,2684.23,1.32934,0.51014,1.40156,0.96913,0.9787,0.99302,0.67231,1.17389,0.3899,1.36262,0.0057034,0.0057034,0.0057034
219,2811.22,1.33638,0.50417,1.40182,0.96885,0.9787,0.99305,0.67262,1.17325,0.39017,1.36226,0.0056836,0.0056836,0.0056836
220,2938.35,1.33844,0.51094,1.40374,0.96892,0.9787,0.99304,0.67265,1.17302,0.39098,1.36217,0.0056638,0.0056638,0.0056638
221,3065.23,1.34461,0.51061,1.41206,0.96954,0.97922,0.99302,0.67214,1.17334,0.39148,1.36238,0.005644,0.005644,0.005644
222,3192.32,1.32833,0.50342,1.39692,0.96953,0.97913,0.99302,0.67199,1.17307,0.39275,1.36228,0.0056242,0.0056242,0.0056242
223,3319.33,1.33867,0.50716,1.40278,0.96953,0.97911,0.99302,0.67222,1.17282,0.39289,1.36207,0.0056044,0.0056044,0.0056044
224,3446.59,1.33741,0.51035,1.4,0.96986,0.9787,0.99302,0.67198,1.17216,0.39251,1.36173,0.0055846,0.0055846,0.0055846
225,3573.74,1.32794,0.50746,1.40178,0.96988,0.9787,0.99302,0.67211,1.17149,0.39281,1.36136,0.0055648,0.0055648,0.0055648
226,3700.79,1.32074,0.50545,1.39206,0.96985,0.9787,0.99304,0.67281,1.17111,0.39297,1.3613,0.005545,0.005545,0.005545
227,3828.95,1.33514,0.50946,1.39864,0.96985,0.9787,0.99305,0.67245,1.1704,0.39241,1.36078,0.0055252,0.0055252,0.0055252
228,3956.03,1.3274,0.51086,1.3999,0.96994,0.9787,0.99305,0.67302,1.17014,0.39193,1.3605,0.0055054,0.0055054,0.0055054
229,4082.89,1.33134,0.50645,1.39547,0.9699,0.9787,0.99308,0.67248,1.16971,0.39188,1.36026,0.0054856,0.0054856,0.0054856
230,4210,1.33105,0.51738,1.4015,0.96947,0.9787,0.99308,0.67361,1.16914,0.39118,1.35998,0.0054658,0.0054658,0.0054658
231,4337.11,1.33117,0.5102,1.40218,0.96951,0.9787,0.99309,0.67263,1.16859,0.39109,1.3597,0.005446,0.005446,0.005446
232,4464.36,1.33155,0.51014,1.39778,0.96936,0.9787,0.99309,0.6737,1.16812,0.39092,1.35924,0.0054262,0.0054262,0.0054262
233,4591.49,1.325,0.50517,1.39176,0.9701,0.9787,0.99308,0.67425,1.16743,0.39034,1.35876,0.0054064,0.0054064,0.0054064
234,4718.58,1.32884,0.50764,1.40056,0.97013,0.9787,0.99308,0.67395,1.16723,0.39004,1.35856,0.0053866,0.0053866,0.0053866
235,4845.83,1.32508,0.5095,1.395,0.97027,0.9787,0.99306,0.67475,1.1663,0.38967,1.35806,0.0053668,0.0053668,0.0053668
236,4972.81,1.3264,0.5021,1.39174,0.97029,0.9787,0.99307,0.67458,1.16591,0.38923,1.35766,0.005347,0.005347,0.005347
237,5099.74,1.31545,0.50941,1.39191,0.97031,0.9787,0.99309,0.67406,1.1657,0.38878,1.35747,0.0053272,0.0053272,0.0053272
238,5226.77,1.31947,0.50507,1.38778,0.97018,0.9787,0.99309,0.67371,1.16472,0.38839,1.35702,0.0053074,0.0053074,0.0053074
239,5354,1.32348,0.50267,1.39063,0.97033,0.9787,0.99309,0.67497,1.16428,0.38785,1.35674,0.0052876,0.0052876,0.0052876
240,5481.13,1.3191,0.49965,1.38823,0.97051,0.9787,0.99312,0.67445,1.16383,0.38758,1.35655,0.0052678,0.0052678,0.0052678
241,5608.18,1.32873,0.50507,1.39964,0.97048,0.9787,0.99311,0.67381,1.16355,0.38751,1.35649,0.005248,0.005248,0.005248
242,5735.42,1.32547,0.50457,1.39174,0.97023,0.9787,0.99314,0.67475,1.16295,0.38666,1.35611,0.0052282,0.0052282,0.0052282
243,5862.66,1.31294,0.50009,1.38804,0.97065,0.97842,0.99314,0.6747,1.16252,0.38617,1.35574,0.0052084,0.0052084,0.0052084
244,5989.99,1.31598,0.49979,1.39217,0.97065,0.97855,0.99315,0.67514,1.16171,0.3856,1.35536,0.0051886,0.0051886,0.0051886
245,6117.12,1.31116,0.49764,1.37892,0.97065,0.97851,0.99316,0.67365,1.16125,0.38523,1.35512,0.0051688,0.0051688,0.0051688
246,6244.25,1.313,0.5015,1.38682,0.97065,0.97843,0.99315,0.67524,1.16111,0.38472,1.35503,0.005149,0.005149,0.005149
247,6371.48,1.32321,0.50541,1.39485,0.97065,0.97843,0.99317,0.6753,1.16056,0.38402,1.35478,0.0051292,0.0051292,0.0051292
248,6499.09,1.32512,0.50127,1.39733,0.97065,0.9783,0.99317,0.67447,1.16032,0.38364,1.35464,0.0051094,0.0051094,0.0051094
249,6626.37,1.3075,0.50027,1.38174,0.97065,0.97834,0.99318,0.67517,1.15956,0.38354,1.35434,0.0050896,0.0050896,0.0050896
250,6753.81,1.31284,0.49322,1.38329,0.97065,0.97832,0.9932,0.6749,1.15888,0.38291,1.35392,0.0050698,0.0050698,0.0050698
251,6880.89,1.31086,0.50217,1.38069,0.97064,0.97795,0.99322,0.67507,1.15885,0.38289,1.35375,0.00505,0.00505,0.00505
252,7008.08,1.3298,0.49836,1.40185,0.97063,0.97782,0.99324,0.67523,1.15876,0.38326,1.3536,0.0050302,0.0050302,0.0050302
253,7135.26,1.31085,0.5012,1.38464,0.97168,0.97751,0.99325,0.67535,1.15798,0.38347,1.35325,0.0050104,0.0050104,0.0050104
254,7262.52,1.31193,0.49966,1.38848,0.97194,0.97751,0.99326,0.67614,1.15739,0.38295,1.35287,0.0049906,0.0049906,0.0049906
255,7389.84,1.31602,0.498,1.38832,0.97235,0.97751,0.99329,0.67665,1.15696,0.38343,1.35256,0.0049708,0.0049708,0.0049708
256,7517.1,1.30931,0.49556,1.38464,0.97378,0.97751,0.99328,0.67756,1.15631,0.38346,1.35201,0.004951,0.004951,0.004951
257,7644.33,1.31892,0.50096,1.38886,0.97403,0.97751,0.9933,0.67803,1.15576,0.3827,1.35177,0.0049312,0.0049312,0.0049312
258,7771.59,1.30764,0.49928,1.38929,0.97403,0.97751,0.9933,0.67813,1.15556,0.38221,1.3515,0.0049114,0.0049114,0.0049114
259,7899.07,1.31307,0.49404,1.3835,0.97362,0.97751,0.99329,0.67837,1.15498,0.38204,1.3511,0.0048916,0.0048916,0.0048916
260,8026.27,1.31527,0.49539,1.39211,0.97327,0.97751,0.99329,0.67806,1.15414,0.38152,1.35065,0.0048718,0.0048718,0.0048718
261,8153.54,1.3084,0.49778,1.38339,0.97306,0.97751,0.99334,0.67788,1.15399,0.38128,1.35031,0.004852,0.004852,0.004852
262,8280.83,1.30489,0.49524,1.37561,0.97344,0.97751,0.99335,0.67719,1.15338,0.38087,1.34991,0.0048322,0.0048322,0.0048322
263,8407.93,1.30672,0.49307,1.3811,0.97325,0.97751,0.99333,0.6778,1.15277,0.38041,1.34947,0.0048124,0.0048124,0.0048124
264,8535.39,1.30232,0.49519,1.38523,0.97334,0.97751,0.99335,0.67779,1.1523,0.37985,1.34905,0.0047926,0.0047926,0.0047926
265,8662.68,1.3102,0.50055,1.38525,0.97323,0.97751,0.99338,0.67837,1.15179,0.37965,1.34871,0.0047728,0.0047728,0.0047728
266,8789.8,1.29655,0.49233,1.37124,0.97328,0.97751,0.9934,0.67818,1.15139,0.37922,1.34838,0.004753,0.004753,0.004753
267,8917.03,1.30526,0.49448,1.37688,0.97262,0.97751,0.9934,0.67751,1.15071,0.37905,1.34804,0.0047332,0.0047332,0.0047332
268,9044.16,1.29556,0.49352,1.3722,0.97221,0.97751,0.99345,0.67811,1.1504,0.37841,1.34777,0.0047134,0.0047134,0.0047134
269,9171.62,1.29555,0.49188,1.38068,0.97228,0.97751,0.99345,0.67897,1.14962,0.37842,1.34736,0.0046936,0.0046936,0.0046936
270,9298.66,1.30707,0.49477,1.38326,0.97224,0.97751,0.99346,0.67808,1.14887,0.37867,1.34676,0.0046738,0.0046738,0.0046738
271,9425.79,1.30717,0.49164,1.37873,0.9724,0.97751,0.99346,0.67879,1.14824,0.37893,1.34641,0.004654,0.004654,0.004654
272,9553.14,1.30192,0.49324,1.37893,0.97236,0.97751,0.99346,0.68012,1.14785,0.37833,1.3462,0.0046342,0.0046342,0.0046342
273,9680.32,1.31338,0.49568,1.38585,0.97228,0.97751,0.99349,0.68128,1.1472,0.37799,1.34574,0.0046144,0.0046144,0.0046144
274,9807.71,1.29807,0.49333,1.37406,0.97226,0.97751,0.99353,0.68042,1.14691,0.37749,1.34538,0.0045946,0.0045946,0.0045946
275,9935.2,1.2973,0.48867,1.37291,0.97233,0.97751,0.99356,0.68107,1.14614,0.37743,1.34498,0.0045748,0.0045748,0.0045748
276,10062.4,1.31068,0.49208,1.38508,0.9723,0.97751,0.99357,0.68116,1.14544,0.37702,1.34459,0.004555,0.004555,0.004555
277,10189.7,1.29473,0.48919,1.37429,0.97309,0.97751,0.99357,0.68078,1.145,0.37693,1.34411,0.0045352,0.0045352,0.0045352
278,10316.9,1.29712,0.4887,1.37995,0.97344,0.97751,0.99357,0.68118,1.14445,0.37641,1.34391,0.0045154,0.0045154,0.0045154
279,10444,1.30338,0.48727,1.37713,0.97382,0.97751,0.99357,0.68109,1.14318,0.37575,1.34323,0.0044956,0.0044956,0.0044956
280,10571,1.29279,0.48718,1.37483,0.97377,0.97751,0.99357,0.68152,1.14266,0.37524,1.34286,0.0044758,0.0044758,0.0044758
281,10698.3,1.29586,0.48719,1.37201,0.97403,0.97751,0.99359,0.68142,1.14244,0.37584,1.34258,0.004456,0.004456,0.004456
282,10825.4,1.28924,0.48968,1.37072,0.97357,0.97751,0.9936,0.68133,1.14185,0.37555,1.34225,0.0044362,0.0044362,0.0044362
283,10952.5,1.2965,0.49096,1.3742,0.97491,0.97751,0.99361,0.6823,1.1411,0.37509,1.34184,0.0044164,0.0044164,0.0044164
284,11079.7,1.29703,0.48431,1.37421,0.97438,0.97751,0.99362,0.68302,1.14081,0.37481,1.34158,0.0043966,0.0043966,0.0043966
285,11206.8,1.2909,0.48434,1.37032,0.97292,0.9787,0.99364,0.68318,1.14041,0.37468,1.34127,0.0043768,0.0043768,0.0043768
286,11334.2,1.29406,0.48835,1.3697,0.97363,0.9787,0.99363,0.6835,1.1396,0.37407,1.34073,0.004357,0.004357,0.004357
287,11461.5,1.29081,0.48686,1.37077,0.9731,0.9787,0.99363,0.68327,1.13899,0.37373,1.34028,0.0043372,0.0043372,0.0043372
288,11588.6,1.28755,0.48628,1.36535,0.97302,0.9787,0.99365,0.68321,1.13822,0.37367,1.3398,0.0043174,0.0043174,0.0043174
289,11715.7,1.30202,0.48428,1.38096,0.97193,0.9787,0.99365,0.6831,1.13744,0.37334,1.33937,0.0042976,0.0042976,0.0042976
290,11842.9,1.29228,0.47838,1.37074,0.97181,0.97917,0.99365,0.68284,1.13711,0.37299,1.3392,0.0042778,0.0042778,0.0042778
291,11970.2,1.29725,0.48678,1.37405,0.97182,0.97953,0.99365,0.68313,1.13648,0.37296,1.3388,0.004258,0.004258,0.004258
292,12097.5,1.2902,0.48387,1.37443,0.97184,0.98008,0.99365,0.68342,1.13589,0.37281,1.33829,0.0042382,0.0042382,0.0042382
293,12224.8,1.29108,0.49074,1.3768,0.97184,0.98008,0.99365,0.68376,1.13557,0.37297,1.33792,0.0042184,0.0042184,0.0042184
294,12352.3,1.28775,0.48354,1.36423,0.97186,0.98086,0.99365,0.68349,1.13473,0.37269,1.33747,0.0041986,0.0041986,0.0041986
295,12479.8,1.2813,0.48306,1.36905,0.97185,0.98074,0.99367,0.68342,1.1345,0.37254,1.33711,0.0041788,0.0041788,0.0041788
296,12607.3,1.28171,0.48189,1.36571,0.97231,0.97988,0.99366,0.68376,1.13375,0.37218,1.33669,0.004159,0.004159,0.004159
297,12734.5,1.28919,0.47887,1.37769,0.97183,0.98002,0.99367,0.68446,1.13344,0.37172,1.33635,0.0041392,0.0041392,0.0041392
298,12861.7,1.28055,0.4831,1.36718,0.97184,0.98008,0.99367,0.6843,1.13259,0.37149,1.33577,0.0041194,0.0041194,0.0041194
299,12989,1.28455,0.48024,1.36253,0.97182,0.98225,0.99368,0.68446,1.13198,0.37087,1.3354,0.0040996,0.0040996,0.0040996
300,13115.9,1.27997,0.48166,1.37074,0.97133,0.98225,0.99369,0.68447,1.13155,0.37087,1.33501,0.0040798,0.0040798,0.0040798
301,13243.3,1.27291,0.47881,1.36202,0.971,0.98225,0.9937,0.6849,1.13067,0.37029,1.33447,0.00406,0.00406,0.00406
302,13370.4,1.28281,0.4821,1.36799,0.97088,0.98225,0.99373,0.68552,1.13028,0.37017,1.33416,0.0040402,0.0040402,0.0040402
303,13497.5,1.27889,0.48063,1.36519,0.97095,0.98225,0.99372,0.68573,1.12956,0.36996,1.33368,0.0040204,0.0040204,0.0040204
304,13624.8,1.27931,0.47692,1.36654,0.97093,0.98225,0.99372,0.68615,1.12933,0.37003,1.33355,0.0040006,0.0040006,0.0040006
305,13751.9,1.28032,0.48223,1.35937,0.97192,0.9832,0.99372,0.68644,1.12869,0.36976,1.33301,0.0039808,0.0039808,0.0039808
306,13879.4,1.27883,0.48025,1.36739,0.97192,0.98321,0.99375,0.68739,1.12762,0.36907,1.33245,0.003961,0.003961,0.003961
307,14007.1,1.27181,0.47954,1.36316,0.97192,0.98323,0.99375,0.68617,1.1269,0.36891,1.33201,0.0039412,0.0039412,0.0039412
308,14134.3,1.27625,0.48064,1.36324,0.97193,0.98336,0.99378,0.6859,1.12622,0.3689,1.33142,0.0039214,0.0039214,0.0039214
309,14261.5,1.27661,0.47864,1.35753,0.97194,0.98377,0.99378,0.68619,1.12543,0.36894,1.33075,0.0039016,0.0039016,0.0039016
310,14388.6,1.27407,0.47603,1.36593,0.97194,0.98379,0.99378,0.68588,1.12497,0.3688,1.33045,0.0038818,0.0038818,0.0038818
311,14515.9,1.27412,0.48237,1.36029,0.96976,0.98664,0.99378,0.68597,1.12466,0.36842,1.33013,0.003862,0.003862,0.003862
312,14643.1,1.27615,0.4761,1.36012,0.96976,0.9868,0.99379,0.68577,1.12394,0.36806,1.32969,0.0038422,0.0038422,0.0038422
313,14770.2,1.26954,0.47962,1.36617,0.96977,0.98817,0.99381,0.68557,1.12327,0.36792,1.32925,0.0038224,0.0038224,0.0038224
314,14897.4,1.27496,0.48232,1.36176,0.96945,0.98817,0.99382,0.68653,1.12249,0.36773,1.3288,0.0038026,0.0038026,0.0038026
315,15024.5,1.26458,0.47541,1.35521,0.9695,0.98817,0.99383,0.68648,1.122,0.36766,1.32826,0.0037828,0.0037828,0.0037828
316,15151.6,1.27824,0.48168,1.36711,0.96946,0.98817,0.99383,0.68673,1.12118,0.36812,1.32759,0.003763,0.003763,0.003763
317,15279,1.2635,0.47569,1.35947,0.96953,0.98817,0.99387,0.68592,1.12036,0.36746,1.3269,0.0037432,0.0037432,0.0037432
318,15406.1,1.27001,0.48037,1.36381,0.96993,0.98817,0.99389,0.68673,1.11968,0.3671,1.32644,0.0037234,0.0037234,0.0037234
319,15533.4,1.26749,0.47288,1.35709,0.97,0.98817,0.99389,0.68678,1.11894,0.36659,1.32597,0.0037036,0.0037036,0.0037036
320,15660.8,1.27051,0.47284,1.36218,0.96997,0.98817,0.99392,0.68671,1.11845,0.36648,1.32545,0.0036838,0.0036838,0.0036838
321,15787.9,1.26912,0.47767,1.35444,0.97206,0.98815,0.99393,0.68708,1.11797,0.36643,1.32501,0.003664,0.003664,0.003664
322,15915.2,1.27032,0.47512,1.35518,0.97205,0.98782,0.99393,0.68693,1.11713,0.36607,1.3244,0.0036442,0.0036442,0.0036442
323,16042.2,1.26775,0.47879,1.35689,0.97173,0.98817,0.99395,0.68766,1.11664,0.36542,1.32395,0.0036244,0.0036244,0.0036244
324,16169.3,1.26506,0.47348,1.35687,0.9717,0.98817,0.99396,0.6871,1.11555,0.36541,1.32317,0.0036046,0.0036046,0.0036046
325,16296.8,1.26051,0.4776,1.36201,0.97188,0.98817,0.99394,0.68791,1.11459,0.36546,1.32253,0.0035848,0.0035848,0.0035848
326,16424.2,1.26693,0.47569,1.35845,0.97197,0.98817,0.99395,0.68825,1.11398,0.36525,1.32213,0.003565,0.003565,0.003565
327,16551.3,1.26034,0.47291,1.35605,0.97242,0.98817,0.99395,0.68883,1.11321,0.36511,1.32153,0.0035452,0.0035452,0.0035452
328,16678.7,1.25895,0.4712,1.35739,0.97266,0.98817,0.99396,0.68973,1.11255,0.36498,1.32111,0.0035254,0.0035254,0.0035254
329,16805.6,1.26874,0.47315,1.35852,0.97293,0.98817,0.99397,0.68907,1.11172,0.36519,1.32062,0.0035056,0.0035056,0.0035056
330,16932.7,1.2541,0.46895,1.34841,0.97319,0.9881,0.99397,0.68943,1.11103,0.36457,1.32022,0.0034858,0.0034858,0.0034858
331,17059.9,1.25772,0.47167,1.35063,0.97319,0.98807,0.99399,0.68932,1.11032,0.36404,1.31958,0.003466,0.003466,0.003466
332,17187.4,1.25142,0.46759,1.34746,0.97319,0.98816,0.99399,0.69009,1.10945,0.36378,1.3189,0.0034462,0.0034462,0.0034462
333,17314.5,1.25865,0.4711,1.35673,0.97319,0.98822,0.994,0.69055,1.10849,0.3637,1.31823,0.0034264,0.0034264,0.0034264
334,17441.7,1.25471,0.47143,1.34714,0.9732,0.98838,0.99401,0.69156,1.10777,0.36292,1.31771,0.0034066,0.0034066,0.0034066
335,17568.8,1.24755,0.46833,1.34664,0.9732,0.98855,0.99402,0.69122,1.10696,0.36228,1.31725,0.0033868,0.0033868,0.0033868
336,17695.9,1.24811,0.46411,1.34618,0.9732,0.98847,0.99399,0.69138,1.10601,0.36257,1.31656,0.003367,0.003367,0.003367
337,17823,1.25124,0.4694,1.35319,0.9732,0.98848,0.99402,0.69088,1.10516,0.36241,1.31605,0.0033472,0.0033472,0.0033472
338,17950.2,1.25603,0.46935,1.35243,0.97322,0.98915,0.99404,0.69144,1.10424,0.36221,1.31547,0.0033274,0.0033274,0.0033274
339,18077.5,1.24513,0.47006,1.34379,0.97325,0.99028,0.99404,0.69158,1.10333,0.36188,1.31484,0.0033076,0.0033076,0.0033076
340,18204.8,1.24462,0.46767,1.34512,0.97326,0.99058,0.99405,0.69194,1.10264,0.3618,1.31432,0.0032878,0.0032878,0.0032878
341,18331.8,1.26053,0.47042,1.34635,0.97326,0.99076,0.99406,0.69195,1.10151,0.36152,1.31368,0.003268,0.003268,0.003268
342,18459,1.24799,0.46462,1.35041,0.97326,0.99084,0.99408,0.693,1.10049,0.36097,1.31297,0.0032482,0.0032482,0.0032482
343,18586.1,1.24144,0.46749,1.33737,0.97328,0.99143,0.99407,0.69279,1.0996,0.36,1.31238,0.0032284,0.0032284,0.0032284
344,18713.4,1.24107,0.46684,1.34564,0.97328,0.99162,0.99407,0.69245,1.09876,0.3603,1.31167,0.0032086,0.0032086,0.0032086
345,18840.4,1.2464,0.46906,1.34382,0.97321,0.99053,0.99407,0.69361,1.09788,0.36013,1.31106,0.0031888,0.0031888,0.0031888
346,18967.5,1.24125,0.46652,1.33794,0.97323,0.99053,0.99407,0.69365,1.0969,0.36001,1.31021,0.003169,0.003169,0.003169
347,19094.6,1.24547,0.46726,1.34614,0.97421,0.99053,0.99405,0.69389,1.09588,0.35969,1.30959,0.0031492,0.0031492,0.0031492
348,19221.9,1.23533,0.46073,1.33616,0.97396,0.99053,0.99408,0.69423,1.09524,0.35955,1.30907,0.0031294,0.0031294,0.0031294
349,19349.2,1.24204,0.46348,1.33573,0.97397,0.99053,0.99408,0.69356,1.09445,0.35954,1.3084,0.0031096,0.0031096,0.0031096
350,19476.5,1.24712,0.46687,1.34276,0.9741,0.99053,0.99409,0.69395,1.0935,0.35968,1.30784,0.0030898,0.0030898,0.0030898
351,19603.4,1.23922,0.46129,1.34266,0.97391,0.99053,0.99409,0.69398,1.09283,0.35856,1.30747,0.00307,0.00307,0.00307
352,19730.8,1.2441,0.46647,1.34263,0.97391,0.99053,0.9941,0.69457,1.09161,0.35832,1.30667,0.0030502,0.0030502,0.0030502
353,19858.2,1.23255,0.46489,1.33286,0.97393,0.99053,0.99409,0.69436,1.09118,0.35773,1.30615,0.0030304,0.0030304,0.0030304
354,19985.4,1.23182,0.4634,1.33616,0.97384,0.99053,0.99409,0.6947,1.09018,0.35724,1.30547,0.0030106,0.0030106,0.0030106
355,20112.6,1.24137,0.46673,1.34057,0.9744,0.99112,0.9941,0.69548,1.08953,0.35728,1.30485,0.0029908,0.0029908,0.0029908
356,20239.7,1.23198,0.46308,1.33371,0.97441,0.99119,0.99412,0.69559,1.08863,0.357,1.30416,0.002971,0.002971,0.002971
357,20366.8,1.23118,0.45731,1.32991,0.9744,0.99116,0.99412,0.69568,1.08769,0.3563,1.30338,0.0029512,0.0029512,0.0029512
358,20494.2,1.23942,0.4621,1.34275,0.97441,0.99125,0.99412,0.69641,1.08706,0.35596,1.30291,0.0029314,0.0029314,0.0029314
